sample	contig	coverage
bc2113	contig_372	6.74366
bc2113	contig_3734	3.60032
bc2113	contig_85	2.91234
bc2113	contig_373	5.89989
bc2113	contig_3735	3.38162
bc2113	contig_86	3.37824
bc2113	contig_3736	2.97741
bc2113	contig_3737	4.37804
bc2113	contig_88	3.17516
bc2113	contig_376	4.19014
bc2113	contig_3738	4.52955
bc2113	contig_89	4.72426
bc2113	contig_377	3.8682
bc2113	contig_3739	3.63854
bc2113	contig_378	1.77368
bc2113	contig_2410	5.58224
bc2113	contig_2411	2.4396
bc2113	contig_830	2.6532
bc2113	contig_2412	6.43153
bc2113	contig_831	7.88406
bc2113	contig_2413	3.6908
bc2113	contig_832	3.25965
bc2113	contig_2414	4.81311
bc2113	contig_833	3.85794
bc2113	contig_2415	5.64828
bc2113	contig_834	2.44365
bc2113	contig_2416	3.03621
bc2113	contig_835	4.74188
bc2113	contig_2417	5.68467
bc2113	contig_836	4.50967
bc2113	contig_2418	4.59158
bc2113	contig_837	6.77212
bc2113	contig_2419	4.81296
bc2113	contig_838	2.92287
bc2113	contig_839	4.24635
bc2113	contig_3280	8.3756
bc2113	contig_3281	4.20945
bc2113	contig_3282	4.39641
bc2113	contig_3283	3.18946
bc2113	contig_3284	3.19278
bc2113	contig_3285	3.67801
bc2113	contig_3286	4.50871
bc2113	contig_3287	4.40638
bc2113	contig_3288	2.67477
bc2113	contig_3289	2.70188
bc2113	contig_90	3.08391
bc2113	contig_3740	3.63425
bc2113	contig_91	4.15777
bc2113	contig_3741	5.84653
bc2113	contig_92	6.33736
bc2113	contig_3742	2.41359
bc2113	contig_380	3.26139
bc2113	contig_93	2.82193
bc2113	contig_3743	5.44076
bc2113	contig_381	5.87383
bc2113	contig_94	4.3648
bc2113	contig_3744	3.0359
bc2113	contig_382	2.7085
bc2113	contig_95	3.83474
bc2113	contig_3745	4.33277
bc2113	contig_383	2.90383
bc2113	contig_96	4.99158
bc2113	contig_3746	2.96998
bc2113	contig_384	4.74493
bc2113	contig_97	4.04189
bc2113	contig_3747	4.5158
bc2113	contig_385	4.12547
bc2113	contig_98	2.99181
bc2113	contig_3748	4.87408
bc2113	contig_386	6.92687
bc2113	contig_99	11.948
bc2113	contig_3749	3.81181
bc2113	contig_387	3.11721
bc2113	contig_389	5.89205
bc2113	contig_2420	5.32563
bc2113	contig_2421	5.82417
bc2113	contig_840	7.96515
bc2113	contig_2422	4.7287
bc2113	contig_841	5.38846
bc2113	contig_2423	3.86237
bc2113	contig_842	6.46947
bc2113	contig_2424	4.28601
bc2113	contig_843	3.27643
bc2113	contig_2425	4.58866
bc2113	contig_844	7.56284
bc2113	contig_2426	5.51339
bc2113	contig_845	3.65878
bc2113	contig_846	3.8058
bc2113	contig_847	3.2775
bc2113	contig_848	3.36908
bc2113	contig_849	19.5553
bc2113	contig_3290	3.26263
bc2113	contig_3291	4.15965
bc2113	contig_3292	3.88539
bc2113	contig_3293	3.41768
bc2113	contig_3294	4.29271
bc2113	contig_3295	3.53899
bc2113	contig_3296	8.05201
bc2113	contig_3297	3.86543
bc2113	contig_3298	2.92068
bc2113	contig_3299	3.76754
bc2113	contig_1100	30.7117
bc2113	contig_1101	24.2251
bc2113	contig_1102	5.71735
bc2113	contig_1103	3.44755
bc2113	contig_1104	3.57273
bc2113	contig_1105	5.15396
bc2113	contig_1106	3.86139
bc2113	contig_1107	7.01812
bc2113	contig_1108	6.86518
bc2113	contig_1109	4.22515
bc2113	contig_3750	3.94047
bc2113	contig_3751	2.96014
bc2113	contig_3752	4.47692
bc2113	contig_390	3.44708
bc2113	contig_3753	2.56679
bc2113	contig_391	6.06167
bc2113	contig_3754	3.45034
bc2113	contig_392	5.9263
bc2113	contig_3755	5.92441
bc2113	contig_393	6.43933
bc2113	contig_3756	4.34016
bc2113	contig_394	3.11412
bc2113	contig_3757	4.09335
bc2113	contig_395	2.6337
bc2113	contig_3758	2.76554
bc2113	contig_3759	3.60079
bc2113	contig_398	3.21208
bc2113	contig_399	6.03242
bc2113	contig_2430	3.98211
bc2113	contig_2431	2.9787
bc2113	contig_850	2.89032
bc2113	contig_2432	4.7215
bc2113	contig_851	2.90566
bc2113	contig_2433	3.3976
bc2113	contig_852	2.98314
bc2113	contig_2434	5.5374
bc2113	contig_853	3.84157
bc2113	contig_2435	5.82302
bc2113	contig_854	2.63578
bc2113	contig_2436	4.31988
bc2113	contig_855	5.51575
bc2113	contig_2437	6.43951
bc2113	contig_856	2.47042
bc2113	contig_2438	5.37303
bc2113	contig_857	5.13974
bc2113	contig_2439	7.56584
bc2113	contig_858	4.74322
bc2113	contig_859	5.69861
bc2113	contig_1110	9.29016
bc2113	contig_1112	7.53561
bc2113	contig_1113	5.27809
bc2113	contig_1114	4.58055
bc2113	contig_1115	9.19506
bc2113	contig_1116	10.0582
bc2113	contig_1117	3.07231
bc2113	contig_1118	6.02302
bc2113	contig_1119	5.73784
bc2113	contig_3760	3.04544
bc2113	contig_3761	3.09441
bc2113	contig_3762	3.72993
bc2113	contig_3763	4.32389
bc2113	contig_3764	3.40036
bc2113	contig_3765	2.76356
bc2113	contig_3766	2.60235
bc2113	contig_3767	5.03495
bc2113	contig_3768	5.9337
bc2113	contig_3769	4.19355
bc2113	contig_2440	3.4554
bc2113	contig_2441	4.51626
bc2113	contig_860	2.94365
bc2113	contig_2442	4.30922
bc2113	contig_861	3.97839
bc2113	contig_2443	6.5292
bc2113	contig_862	5.82353
bc2113	contig_2444	4.71888
bc2113	contig_2445	3.81427
bc2113	contig_864	4.44536
bc2113	contig_2446	5.43743
bc2113	contig_865	6.00372
bc2113	contig_2447	2.95836
bc2113	contig_866	3.44848
bc2113	contig_2448	3.23153
bc2113	contig_867	3.75863
bc2113	contig_2449	4.59676
bc2113	contig_868	4.94959
bc2113	contig_869	3.40086
bc2113	contig_2900	3.17557
bc2113	contig_1120	6.11669
bc2113	contig_2901	2.66358
bc2113	contig_1121	6.15424
bc2113	contig_2902	4.14402
bc2113	contig_1122	3.69634
bc2113	contig_2903	3.15971
bc2113	contig_1123	9.73397
bc2113	contig_2904	2.62775
bc2113	contig_1124	3.61268
bc2113	contig_2905	6.94438
bc2113	contig_1125	4.76049
bc2113	contig_2906	3.20536
bc2113	contig_1126	6.09865
bc2113	contig_2907	3.80476
bc2113	contig_1127	5.16794
bc2113	contig_2908	3.43206
bc2113	contig_1128	8.07806
bc2113	contig_2909	3.25262
bc2113	contig_1129	6.01967
bc2113	contig_1	3.25818
bc2113	contig_2	8.29332
bc2113	contig_3	3.63394
bc2113	contig_4	3.12688
bc2113	contig_3770	3.34647
bc2113	contig_5	6.65732
bc2113	contig_3771	4.4386
bc2113	contig_6	3.42913
bc2113	contig_3772	3.71495
bc2113	contig_7	2.5348
bc2113	contig_3773	2.6892
bc2113	contig_8	9.39996
bc2113	contig_3774	2.57917
bc2113	contig_9	8.64678
bc2113	contig_3775	4.24348
bc2113	contig_3776	3.92262
bc2113	contig_3777	2.73417
bc2113	contig_3778	3.0433
bc2113	contig_3779	3.55753
bc2113	contig_2450	3.09703
bc2113	contig_2451	5.59555
bc2113	contig_2452	4.62391
bc2113	contig_871	4.87602
bc2113	contig_2453	2.93496
bc2113	contig_872	5.3477
bc2113	contig_2454	5.90767
bc2113	contig_873	3.5825
bc2113	contig_2455	2.21053
bc2113	contig_874	5.05948
bc2113	contig_875	2.56641
bc2113	contig_2458	5.32706
bc2113	contig_877	3.0222
bc2113	contig_2459	4.07595
bc2113	contig_878	4.28616
bc2113	contig_879	4.71205
bc2113	contig_2910	5.22154
bc2113	contig_1130	3.86059
bc2113	contig_2911	3.52335
bc2113	contig_1131	4.92915
bc2113	contig_2912	3.71601
bc2113	contig_1132	3.33683
bc2113	contig_2913	4.88516
bc2113	contig_1133	4.84655
bc2113	contig_2914	3.64804
bc2113	contig_1134	6.33962
bc2113	contig_2915	2.71497
bc2113	contig_2916	8.86677
bc2113	contig_2917	3.21511
bc2113	contig_2918	3.99909
bc2113	contig_1138	2.59441
bc2113	contig_2919	3.13295
bc2113	contig_1139	5.70051
bc2113	contig_3780	9.39794
bc2113	contig_3782	3.17884
bc2113	contig_3783	5.09707
bc2113	contig_3784	4.0239
bc2113	contig_3785	3.9732
bc2113	contig_3786	4.62261
bc2113	contig_3787	5.24886
bc2113	contig_3788	3.44064
bc2113	contig_3789	3.84318
bc2113	contig_2460	2.69628
bc2113	contig_2461	3.91296
bc2113	contig_880	2.8017
bc2113	contig_2462	6.63938
bc2113	contig_881	5.91236
bc2113	contig_2463	5.52763
bc2113	contig_882	7.46793
bc2113	contig_2464	2.57251
bc2113	contig_883	4.39375
bc2113	contig_2465	3.19399
bc2113	contig_884	7.39201
bc2113	contig_2466	6.64943
bc2113	contig_885	3.83758
bc2113	contig_2467	3.08267
bc2113	contig_886	3.40049
bc2113	contig_2468	5.28296
bc2113	contig_887	4.43067
bc2113	contig_2469	2.46416
bc2113	contig_888	5.49027
bc2113	contig_889	3.36974
bc2113	contig_2920	3.27525
bc2113	contig_1140	4.61146
bc2113	contig_2921	2.71879
bc2113	contig_1141	3.14914
bc2113	contig_2922	5.74637
bc2113	contig_1142	3.66789
bc2113	contig_2923	3.3681
bc2113	contig_1143	5.49027
bc2113	contig_2924	3.50955
bc2113	contig_1144	3.51914
bc2113	contig_2925	4.18698
bc2113	contig_2926	4.08865
bc2113	contig_1146	4.98003
bc2113	contig_2927	6.26096
bc2113	contig_2929	3.58102
bc2113	contig_1149	6.83196
bc2113	contig_3790	3.19528
bc2113	contig_3793	6.10102
bc2113	contig_3794	2.61845
bc2113	contig_3795	3.54337
bc2113	contig_3796	4.4656
bc2113	contig_3797	3.93064
bc2113	contig_3798	3.92327
bc2113	contig_3799	3.77403
bc2113	contig_1600	3.66786
bc2113	contig_1601	2.75261
bc2113	contig_1602	3.88827
bc2113	contig_1603	2.71545
bc2113	contig_1604	6.08481
bc2113	contig_1605	3.85794
bc2113	contig_1606	6.41258
bc2113	contig_1607	3.46709
bc2113	contig_1608	4.39963
bc2113	contig_1609	3.70141
bc2113	contig_2470	6.04796
bc2113	contig_2471	3.60862
bc2113	contig_890	4.46927
bc2113	contig_2472	3.7937
bc2113	contig_2473	3.88757
bc2113	contig_892	5.24241
bc2113	contig_2474	4.32862
bc2113	contig_893	4.87007
bc2113	contig_2475	3.78547
bc2113	contig_894	5.13065
bc2113	contig_2476	3.22079
bc2113	contig_895	3.14381
bc2113	contig_2477	5.94369
bc2113	contig_896	6.46847
bc2113	contig_2478	4.19115
bc2113	contig_897	3.88898
bc2113	contig_2479	3.12819
bc2113	contig_898	6.13669
bc2113	contig_899	3.53473
bc2113	contig_2930	3.75531
bc2113	contig_1150	3.44541
bc2113	contig_2931	4.40642
bc2113	contig_1151	7.60706
bc2113	contig_2932	4.42794
bc2113	contig_1152	6.03563
bc2113	contig_2933	2.85281
bc2113	contig_1153	3.59173
bc2113	contig_2934	2.32164
bc2113	contig_1154	4.19219
bc2113	contig_2935	5.4571
bc2113	contig_1155	5.46141
bc2113	contig_2936	4.12181
bc2113	contig_1156	4.48448
bc2113	contig_2937	5.57587
bc2113	contig_2938	3.14955
bc2113	contig_1158	5.43331
bc2113	contig_2939	5.81116
bc2113	contig_1159	3.0908
bc2113	contig_1610	3.20337
bc2113	contig_1611	4.61419
bc2113	contig_1613	41.406
bc2113	contig_1614	7.04746
bc2113	contig_1615	8.59868
bc2113	contig_1616	3.86672
bc2113	contig_1618	4.84036
bc2113	contig_1619	10.4739
bc2113	contig_2480	5.34852
bc2113	contig_2481	6.12319
bc2113	contig_2482	4.78232
bc2113	contig_2483	2.64948
bc2113	contig_2484	2.74687
bc2113	contig_2485	4.50464
bc2113	contig_2486	3.2274
bc2113	contig_2487	3.32069
bc2113	contig_2488	5.9339
bc2113	contig_2489	4.20052
bc2113	contig_2940	4.01175
bc2113	contig_1160	5.07299
bc2113	contig_2941	5.32842
bc2113	contig_1161	3.70199
bc2113	contig_2942	4.05536
bc2113	contig_1162	4.67045
bc2113	contig_2943	3.62443
bc2113	contig_1163	4.42745
bc2113	contig_2944	7.11014
bc2113	contig_1164	5.0303
bc2113	contig_1165	4.37798
bc2113	contig_2946	3.79364
bc2113	contig_1166	3.99779
bc2113	contig_2947	3.77446
bc2113	contig_2948	4.65057
bc2113	contig_2949	7.20993
bc2113	contig_1169	3.1141
bc2113	contig_1620	4.73555
bc2113	contig_1621	5.26547
bc2113	contig_1624	5.59303
bc2113	contig_1627	5.23738
bc2113	contig_1628	4.32289
bc2113	contig_1629	3.20042
bc2113	contig_2490	89.1412
bc2113	contig_2491	3.06624
bc2113	contig_2492	7.09001
bc2113	contig_2493	2.68572
bc2113	contig_2494	4.94667
bc2113	contig_2495	3.01955
bc2113	contig_2496	2.5094
bc2113	contig_2497	3.10481
bc2113	contig_2498	3.14618
bc2113	contig_2499	2.81708
bc2113	contig_2950	5.94403
bc2113	contig_1170	3.45168
bc2113	contig_2951	2.76586
bc2113	contig_2952	4.58872
bc2113	contig_1172	3.87365
bc2113	contig_2953	2.50305
bc2113	contig_1173	3.11319
bc2113	contig_2954	3.00898
bc2113	contig_1174	5.78662
bc2113	contig_2955	2.48113
bc2113	contig_1175	6.02604
bc2113	contig_2956	4.50891
bc2113	contig_1176	5.90618
bc2113	contig_2957	4.64854
bc2113	contig_1177	7.51426
bc2113	contig_2958	6.60483
bc2113	contig_1178	3.34548
bc2113	contig_2959	4.91134
bc2113	contig_1179	3.83521
bc2113	contig_1630	4.06879
bc2113	contig_1631	4.63938
bc2113	contig_1632	8.31976
bc2113	contig_1633	5.08362
bc2113	contig_1634	6.08987
bc2113	contig_1635	2.45702
bc2113	contig_1636	4.03853
bc2113	contig_1637	2.52055
bc2113	contig_1638	4.6927
bc2113	contig_1639	3.26272
bc2113	contig_2960	3.75221
bc2113	contig_1180	4.03462
bc2113	contig_2961	2.99971
bc2113	contig_1181	4.4248
bc2113	contig_2962	4.06895
bc2113	contig_1182	6.0461
bc2113	contig_2963	4.4147
bc2113	contig_1183	6.98749
bc2113	contig_2964	4.02442
bc2113	contig_1184	4.19866
bc2113	contig_2965	6.6845
bc2113	contig_1185	5.00065
bc2113	contig_2966	9.61625
bc2113	contig_1186	5.96176
bc2113	contig_2967	4.12172
bc2113	contig_1187	4.26991
bc2113	contig_2968	4.52434
bc2113	contig_1188	4.57165
bc2113	contig_2969	5.19661
bc2113	contig_1189	4.33706
bc2113	contig_1640	3.15494
bc2113	contig_1641	7.46368
bc2113	contig_1642	4.25284
bc2113	contig_1644	4.09732
bc2113	contig_1645	3.4809
bc2113	contig_1646	4.02534
bc2113	contig_1647	2.78471
bc2113	contig_1648	6.77357
bc2113	contig_1649	4.86949
bc2113	contig_4200	16.9628
bc2113	contig_4201	6.51608
bc2113	contig_4202	74.7182
bc2113	contig_4204	6.35391
bc2113	contig_4205	7.65094
bc2113	contig_4206	31.7471
bc2113	contig_4207	78.1917
bc2113	contig_4209	5.77507
bc2113	contig_2970	4.04096
bc2113	contig_1190	3.80303
bc2113	contig_2971	3.82905
bc2113	contig_2972	4.1059
bc2113	contig_2973	4.51783
bc2113	contig_1193	5.28225
bc2113	contig_2974	6.70768
bc2113	contig_2975	3.74285
bc2113	contig_2976	5.88694
bc2113	contig_1196	5.19291
bc2113	contig_2977	3.81601
bc2113	contig_1197	4.33397
bc2113	contig_2978	4.28734
bc2113	contig_1198	3.06645
bc2113	contig_2979	4.02211
bc2113	contig_1199	3.59106
bc2113	contig_1650	4.09869
bc2113	contig_1651	6.91094
bc2113	contig_1652	3.29014
bc2113	contig_1655	2.87636
bc2113	contig_1656	3.55111
bc2113	contig_4210	5.79971
bc2113	contig_4211	5.59903
bc2113	contig_4212	6.22567
bc2113	contig_4213	7.15099
bc2113	contig_4214	6.68973
bc2113	contig_4215	5.1926
bc2113	contig_4216	4.36188
bc2113	contig_4217	3.95479
bc2113	contig_4218	5.85937
bc2113	contig_4219	3.28916
bc2113	contig_2980	3.82351
bc2113	contig_2981	4.17055
bc2113	contig_2982	5.01518
bc2113	contig_2983	2.84119
bc2113	contig_2984	3.59962
bc2113	contig_2985	2.85669
bc2113	contig_2986	4.51254
bc2113	contig_2987	6.60348
bc2113	contig_2988	5.11315
bc2113	contig_2989	2.94484
bc2113	contig_1660	3.30284
bc2113	contig_1661	3.83232
bc2113	contig_1662	4.52359
bc2113	contig_1663	5.79191
bc2113	contig_1664	2.64395
bc2113	contig_1665	3.36573
bc2113	contig_1666	7.37961
bc2113	contig_1667	8.25365
bc2113	contig_1668	3.71223
bc2113	contig_1669	5.90216
bc2113	contig_4220	6.02747
bc2113	contig_4221	5.80726
bc2113	contig_4222	5.6544
bc2113	contig_4223	10.569
bc2113	contig_4224	2.99411
bc2113	contig_4225	6.62073
bc2113	contig_4226	7.28792
bc2113	contig_4227	26.352
bc2113	contig_4228	5.49644
bc2113	contig_4229	3.71049
bc2113	contig_2990	4.0854
bc2113	contig_2991	4.43375
bc2113	contig_2992	2.98153
bc2113	contig_2993	4.31585
bc2113	contig_2994	3.23874
bc2113	contig_2995	2.68217
bc2113	contig_2996	3.46494
bc2113	contig_2997	4.86836
bc2113	contig_2998	2.83023
bc2113	contig_2999	4.98089
bc2113	contig_1670	2.67442
bc2113	contig_1671	7.7454
bc2113	contig_1672	4.15097
bc2113	contig_1674	5.80042
bc2113	contig_1675	6.5049
bc2113	contig_1677	3.9558
bc2113	contig_1678	5.04895
bc2113	contig_1679	5.11644
bc2113	contig_4230	6.07622
bc2113	contig_4231	3.48848
bc2113	contig_4233	8.41762
bc2113	contig_4234	4.5852
bc2113	contig_4235	3.68147
bc2113	contig_4236	10.1061
bc2113	contig_4237	8.82698
bc2113	contig_4238	5.93193
bc2113	contig_4239	9.08689
bc2113	contig_1680	3.99013
bc2113	contig_1681	5.64464
bc2113	contig_1682	3.48201
bc2113	contig_1683	4.66176
bc2113	contig_1684	5.57928
bc2113	contig_1685	4.23708
bc2113	contig_1686	2.99316
bc2113	contig_1687	4.39713
bc2113	contig_1688	5.65295
bc2113	contig_1689	19.3437
bc2113	contig_4240	7.33355
bc2113	contig_4241	8.57024
bc2113	contig_4242	6.15384
bc2113	contig_4243	8.41978
bc2113	contig_4244	8.09345
bc2113	contig_4245	7.26615
bc2113	contig_4246	7.62194
bc2113	contig_4247	4.24406
bc2113	contig_4248	4.35373
bc2113	contig_4249	4.85563
bc2113	contig_4700	7.07099
bc2113	contig_4701	5.23782
bc2113	contig_4702	5.36283
bc2113	contig_4703	5.90165
bc2113	contig_4704	5.00326
bc2113	contig_4705	5.22279
bc2113	contig_4706	2.99061
bc2113	contig_4707	8.90005
bc2113	contig_4708	6.32481
bc2113	contig_4709	7.02582
bc2113	contig_1690	5.33088
bc2113	contig_1691	5.64831
bc2113	contig_1692	5.04508
bc2113	contig_1693	8.32405
bc2113	contig_1694	4.29098
bc2113	contig_1695	4.0843
bc2113	contig_1696	5.26479
bc2113	contig_1697	2.98426
bc2113	contig_1698	2.51706
bc2113	contig_1699	2.83852
bc2113	contig_4250	5.97338
bc2113	contig_4251	5.57812
bc2113	contig_4252	121.175
bc2113	contig_4253	5.79024
bc2113	contig_4254	8.08263
bc2113	contig_4255	4.12094
bc2113	contig_4256	11.3164
bc2113	contig_4257	6.00498
bc2113	contig_4258	5.77108
bc2113	contig_4259	4.97579
bc2113	contig_4710	2.5871
bc2113	contig_4711	6.69745
bc2113	contig_4712	5.72336
bc2113	contig_4713	6.26485
bc2113	contig_4714	4.68825
bc2113	contig_4715	3.01257
bc2113	contig_4716	4.43501
bc2113	contig_4717	3.76607
bc2113	contig_4718	3.7166
bc2113	contig_4719	5.34158
bc2113	contig_4260	6.90925
bc2113	contig_4261	3.67001
bc2113	contig_4262	3.51053
bc2113	contig_4263	7.64373
bc2113	contig_4264	5.2638
bc2113	contig_4265	12.5197
bc2113	contig_4266	5.30162
bc2113	contig_4267	3.72885
bc2113	contig_4268	3.62219
bc2113	contig_4269	2.79084
bc2113	contig_4721	6.48378
bc2113	contig_4722	5.83857
bc2113	contig_4723	5.70065
bc2113	contig_4724	6.58756
bc2113	contig_4725	7.10287
bc2113	contig_4726	21.2791
bc2113	contig_4727	7.76609
bc2113	contig_4728	7.29103
bc2113	contig_4729	3.26608
bc2113	contig_3400	3.4856
bc2113	contig_3401	3.87597
bc2113	contig_3402	3.61889
bc2113	contig_3403	3.40372
bc2113	contig_3404	3.78714
bc2113	contig_3405	2.81603
bc2113	contig_3406	5.83837
bc2113	contig_3407	5.70805
bc2113	contig_3408	3.38976
bc2113	contig_3409	9.50348
bc2113	contig_4270	8.11264
bc2113	contig_4271	4.13058
bc2113	contig_4272	3.6679
bc2113	contig_4273	9.8954
bc2113	contig_4274	2.54222
bc2113	contig_4275	3.72504
bc2113	contig_4276	7.74143
bc2113	contig_4277	3.19814
bc2113	contig_4278	3.8184
bc2113	contig_4279	4.51692
bc2113	contig_500	3.77287
bc2113	contig_501	3.30251
bc2113	contig_502	5.83917
bc2113	contig_503	2.17515
bc2113	contig_505	4.12371
bc2113	contig_506	2.54192
bc2113	contig_507	4.29123
bc2113	contig_508	7.49559
bc2113	contig_509	4.19045
bc2113	contig_4730	3.72295
bc2113	contig_4731	9.31653
bc2113	contig_4732	7.17948
bc2113	contig_4733	2.69134
bc2113	contig_4734	3.19609
bc2113	contig_4735	5.88813
bc2113	contig_4736	13.0563
bc2113	contig_4737	5.00843
bc2113	contig_4738	4.79428
bc2113	contig_4739	4.4384
bc2113	contig_3410	3.08433
bc2113	contig_3411	4.47607
bc2113	contig_3412	4.03605
bc2113	contig_3413	2.94107
bc2113	contig_3414	3.68732
bc2113	contig_3415	3.01971
bc2113	contig_3416	2.29908
bc2113	contig_3417	7.01964
bc2113	contig_3418	6.73443
bc2113	contig_3419	2.76889
bc2113	contig_4280	3.6087
bc2113	contig_4282	3.72337
bc2113	contig_4284	9.02882
bc2113	contig_4285	9.4598
bc2113	contig_4286	8.87768
bc2113	contig_4287	10.9601
bc2113	contig_4288	4.55782
bc2113	contig_4289	3.2219
bc2113	contig_510	5.43801
bc2113	contig_511	2.79165
bc2113	contig_512	4.09148
bc2113	contig_513	4.37227
bc2113	contig_514	2.80392
bc2113	contig_515	3.35413
bc2113	contig_516	4.50463
bc2113	contig_517	2.92539
bc2113	contig_518	3.69597
bc2113	contig_519	3.21406
bc2113	contig_4740	2.9677
bc2113	contig_4741	4.23182
bc2113	contig_4742	2.90259
bc2113	contig_4743	5.26866
bc2113	contig_4744	8.00535
bc2113	contig_4745	4.23878
bc2113	contig_4746	3.35792
bc2113	contig_4747	6.49333
bc2113	contig_4748	7.09566
bc2113	contig_4749	2.68539
bc2113	contig_3420	5.30311
bc2113	contig_3421	2.64083
bc2113	contig_3422	2.45243
bc2113	contig_3423	3.32632
bc2113	contig_3424	3.41741
bc2113	contig_3425	2.93232
bc2113	contig_3426	4.15267
bc2113	contig_3427	4.04106
bc2113	contig_3428	6.19394
bc2113	contig_3429	7.05934
bc2113	contig_4290	5.06565
bc2113	contig_4291	2.71156
bc2113	contig_4292	4.48139
bc2113	contig_4293	4.97513
bc2113	contig_4294	6.83506
bc2113	contig_4295	4.23392
bc2113	contig_4296	7.03392
bc2113	contig_4297	3.74725
bc2113	contig_4299	5.92411
bc2113	contig_2100	6.18493
bc2113	contig_2101	3.57729
bc2113	contig_520	4.8829
bc2113	contig_2102	3.65311
bc2113	contig_521	6.10604
bc2113	contig_2103	3.37206
bc2113	contig_522	3.7217
bc2113	contig_2104	5.34487
bc2113	contig_523	4.10915
bc2113	contig_2105	3.91002
bc2113	contig_524	7.55032
bc2113	contig_2106	3.83463
bc2113	contig_525	5.32613
bc2113	contig_2107	3.33794
bc2113	contig_526	4.13774
bc2113	contig_2108	4.88644
bc2113	contig_527	2.79606
bc2113	contig_2109	3.9141
bc2113	contig_528	2.78895
bc2113	contig_529	7.12734
bc2113	contig_4750	3.54285
bc2113	contig_4751	6.1404
bc2113	contig_4752	5.026
bc2113	contig_4753	4.8438
bc2113	contig_4754	5.0584
bc2113	contig_4755	4.73877
bc2113	contig_4756	5.45445
bc2113	contig_4757	30.664
bc2113	contig_4758	8.07856
bc2113	contig_4759	3.71473
bc2113	contig_3430	3.73497
bc2113	contig_3431	3.45341
bc2113	contig_3432	3.25322
bc2113	contig_3433	3.82982
bc2113	contig_3434	5.12335
bc2113	contig_3435	3.67877
bc2113	contig_3436	4.11978
bc2113	contig_3437	3.13699
bc2113	contig_3438	2.76416
bc2113	contig_3439	4.63162
bc2113	contig_2110	3.8117
bc2113	contig_2111	2.87098
bc2113	contig_530	4.47168
bc2113	contig_2112	4.62492
bc2113	contig_531	3.84183
bc2113	contig_2113	4.13914
bc2113	contig_532	3.47352
bc2113	contig_2114	3.74389
bc2113	contig_533	6.73624
bc2113	contig_2115	3.04858
bc2113	contig_534	5.64229
bc2113	contig_2116	3.18696
bc2113	contig_535	2.9696
bc2113	contig_2117	4.26798
bc2113	contig_536	4.10771
bc2113	contig_2118	5.08399
bc2113	contig_537	2.5678
bc2113	contig_2119	2.51648
bc2113	contig_538	3.78893
bc2113	contig_539	3.43932
bc2113	contig_4760	3.79171
bc2113	contig_4761	5.43887
bc2113	contig_4762	6.46307
bc2113	contig_4763	9.62256
bc2113	contig_4764	3.53997
