sample	contig	coverage
bc2123	contig_4041	5.27751
bc2123	contig_1946	5.85073
bc2123	contig_4042	2.65132
bc2123	contig_1947	4.60206
bc2123	contig_4043	3.45703
bc2123	contig_1948	4.62329
bc2123	contig_4044	3.44341
bc2123	contig_1949	5.2189
bc2123	contig_4045	2.96792
bc2123	contig_4046	4.50788
bc2123	contig_4047	4.76494
bc2123	contig_4048	3.10583
bc2123	contig_4049	3.2638
bc2123	contig_4500	3.74069
bc2123	contig_4501	2.51764
bc2123	contig_4502	3.54194
bc2123	contig_4503	3.13819
bc2123	contig_4504	2.54671
bc2123	contig_4505	5.90949
bc2123	contig_4506	3.52396
bc2123	contig_4507	3.20158
bc2123	contig_4508	6.51388
bc2123	contig_4509	3.50748
bc2123	contig_1490	4.11636
bc2123	contig_1491	4.62372
bc2123	contig_1492	5.43732
bc2123	contig_1493	3.98502
bc2123	contig_1494	3.90633
bc2123	contig_5370	3.55006
bc2123	contig_1495	3.83779
bc2123	contig_5371	3.58684
bc2123	contig_1496	6.00097
bc2123	contig_5372	3.79257
bc2123	contig_1497	4.59705
bc2123	contig_5373	8.01324
bc2123	contig_1498	7.60717
bc2123	contig_5374	7.6987
bc2123	contig_1499	3.1179
bc2123	contig_5375	3.11361
bc2123	contig_5376	16.856
bc2123	contig_5377	7.42328
bc2123	contig_5378	4.1833
bc2123	contig_5379	7.61462
bc2123	contig_1950	4.19127
bc2123	contig_1951	5.63488
bc2123	contig_1952	3.86872
bc2123	contig_1953	4.36262
bc2123	contig_1954	3.39251
bc2123	contig_4050	4.50594
bc2123	contig_1955	3.11069
bc2123	contig_4051	5.22324
bc2123	contig_1956	3.15735
bc2123	contig_4052	4.67143
bc2123	contig_1957	4.06412
bc2123	contig_4053	3.28028
bc2123	contig_1958	4.13557
bc2123	contig_4054	3.56305
bc2123	contig_1959	4.80781
bc2123	contig_4055	5.61849
bc2123	contig_4056	2.4408
bc2123	contig_4057	2.63754
bc2123	contig_4058	3.54314
bc2123	contig_4059	5.74128
bc2123	contig_4510	2.95528
bc2123	contig_4511	6.00075
bc2123	contig_4512	2.84979
bc2123	contig_4513	3.48524
bc2123	contig_4514	7.35656
bc2123	contig_4515	4.92044
bc2123	contig_4516	3.12989
bc2123	contig_4517	4.04179
bc2123	contig_4518	3.82284
bc2123	contig_4519	2.40079
bc2123	contig_5380	3.26495
bc2123	contig_5381	3.60173
bc2123	contig_5382	6.46658
bc2123	contig_5383	5.34607
bc2123	contig_5384	3.79862
bc2123	contig_5385	4.24483
bc2123	contig_5386	3.44133
bc2123	contig_5387	3.93126
bc2123	contig_5388	4.65101
bc2123	contig_5389	5.672
bc2123	contig_1960	3.64676
bc2123	contig_1961	8.13793
bc2123	contig_1962	3.52865
bc2123	contig_1963	4.09773
bc2123	contig_1964	3.9998
bc2123	contig_4060	2.47448
bc2123	contig_1965	3.67347
bc2123	contig_4061	2.50971
bc2123	contig_1966	4.41408
bc2123	contig_4062	3.23882
bc2123	contig_1967	1.45978
bc2123	contig_4063	3.94125
bc2123	contig_1968	4.62916
bc2123	contig_4064	4.62115
bc2123	contig_1969	6.70642
bc2123	contig_4065	9.899
bc2123	contig_4066	3.59575
bc2123	contig_4067	3.02738
bc2123	contig_4068	3.83958
bc2123	contig_4069	2.77272
bc2123	contig_4520	4.03091
bc2123	contig_4521	5.02777
bc2123	contig_4522	2.82788
bc2123	contig_4523	3.72458
bc2123	contig_4524	2.64311
bc2123	contig_4525	3.37117
bc2123	contig_4526	2.90222
bc2123	contig_4527	4.30724
bc2123	contig_4528	3.8604
bc2123	contig_4529	3.83023
bc2123	contig_5390	9.61359
bc2123	contig_5391	6.48785
bc2123	contig_5392	4.16478
bc2123	contig_5393	6.1748
bc2123	contig_5394	9.18309
bc2123	contig_5395	4.27869
bc2123	contig_5396	3.44996
bc2123	contig_5397	3.79386
bc2123	contig_5398	6.06428
bc2123	contig_5399	3.09774
bc2123	contig_3200	3.03441
bc2123	contig_3201	8.41177
bc2123	contig_3202	3.57133
bc2123	contig_3203	4.48932
bc2123	contig_3204	2.60713
bc2123	contig_3205	3.63119
bc2123	contig_3206	3.25932
bc2123	contig_3207	4.11534
bc2123	contig_3208	6.83137
bc2123	contig_3209	5.83574
bc2123	contig_1970	4.25425
bc2123	contig_1971	3.41416
bc2123	contig_1972	3.76506
bc2123	contig_1973	4.29478
bc2123	contig_1974	3.99602
bc2123	contig_4070	6.05178
bc2123	contig_1975	4.64978
bc2123	contig_4071	2.84329
bc2123	contig_1976	3.75581
bc2123	contig_4072	2.8549
bc2123	contig_1977	2.79034
bc2123	contig_4073	2.89625
bc2123	contig_1978	2.93025
bc2123	contig_4074	4.31538
bc2123	contig_1979	6.00821
bc2123	contig_4075	3.45304
bc2123	contig_4076	4.55886
bc2123	contig_4077	2.56674
bc2123	contig_4078	2.84143
bc2123	contig_4079	6.45895
bc2123	contig_10	3.25493
bc2123	contig_11	4.04913
bc2123	contig_12	3.06576
bc2123	contig_300	6.2859
bc2123	contig_13	3
bc2123	contig_301	3.99465
bc2123	contig_14	6.37873
bc2123	contig_302	4.07622
bc2123	contig_15	7.81689
bc2123	contig_303	3.08896
bc2123	contig_16	3.13867
bc2123	contig_304	2.79782
bc2123	contig_17	4.80716
bc2123	contig_305	2.53351
bc2123	contig_18	2.92616
bc2123	contig_306	3.67052
bc2123	contig_19	4.29777
bc2123	contig_307	3.58814
bc2123	contig_308	3.26422
bc2123	contig_309	3.26977
bc2123	contig_4530	7.25419
bc2123	contig_4531	3.21447
bc2123	contig_4532	3.66957
bc2123	contig_4533	4.04492
bc2123	contig_4534	2.66707
bc2123	contig_4535	3.01823
bc2123	contig_4536	4.52421
bc2123	contig_4537	2.57786
bc2123	contig_4538	6.31337
bc2123	contig_4539	5.3831
bc2123	contig_3210	4.24895
bc2123	contig_3211	3.6243
bc2123	contig_3212	3.03289
bc2123	contig_3213	4.52673
bc2123	contig_3214	3.08927
bc2123	contig_3215	4.12282
bc2123	contig_3216	4.09078
bc2123	contig_3217	4.07911
bc2123	contig_3218	3.20547
bc2123	contig_3219	4.88974
bc2123	contig_1980	3.00655
bc2123	contig_1981	2.94017
bc2123	contig_1982	3.82756
bc2123	contig_1983	4.53025
bc2123	contig_1984	3.80203
bc2123	contig_4080	4.91036
bc2123	contig_1985	6.92148
bc2123	contig_4081	3.68739
bc2123	contig_1986	3.04657
bc2123	contig_4082	3.23884
bc2123	contig_1987	7.88859
bc2123	contig_4083	3.78974
bc2123	contig_1988	7.05951
bc2123	contig_4084	4.5356
bc2123	contig_1989	2.91945
bc2123	contig_4085	4.44571
bc2123	contig_4086	3.30987
bc2123	contig_4087	2.93474
bc2123	contig_4088	4.24824
bc2123	contig_4089	5.55127
bc2123	contig_20	30.145
bc2123	contig_22	5.57154
bc2123	contig_310	5.00752
bc2123	contig_23	4.67357
bc2123	contig_311	4.59274
bc2123	contig_24	2.48298
bc2123	contig_312	4.26864
bc2123	contig_25	3.80242
bc2123	contig_313	2.60063
bc2123	contig_26	4.54797
bc2123	contig_314	3.55635
bc2123	contig_27	3.45632
bc2123	contig_315	7.8528
bc2123	contig_28	2.80076
bc2123	contig_316	3.92154
bc2123	contig_29	2.58062
bc2123	contig_317	6.03776
bc2123	contig_318	3.69665
bc2123	contig_319	2.55659
bc2123	contig_4540	3.51797
bc2123	contig_4541	2.47605
bc2123	contig_4542	3.77643
bc2123	contig_4543	4.39026
bc2123	contig_4544	3.41474
bc2123	contig_4545	4.13154
bc2123	contig_4546	4.68517
bc2123	contig_4547	3.40498
bc2123	contig_4548	2.67807
bc2123	contig_4549	7.79823
bc2123	contig_3220	7.15274
bc2123	contig_3221	3.21007
bc2123	contig_3222	4.28476
bc2123	contig_3223	6.13655
bc2123	contig_3224	3.99171
bc2123	contig_3225	3.87254
bc2123	contig_3226	3.75768
bc2123	contig_3227	4.75906
bc2123	contig_3228	4.01597
bc2123	contig_3229	3.56771
bc2123	contig_1990	7.48001
bc2123	contig_1991	7.74339
bc2123	contig_1992	3.06629
bc2123	contig_1993	7.88786
bc2123	contig_1994	7.60787
bc2123	contig_4090	2.53567
bc2123	contig_1995	4.44431
bc2123	contig_4091	3.60524
bc2123	contig_1996	5.36982
bc2123	contig_4092	5.7473
bc2123	contig_1997	3.81226
bc2123	contig_4093	6.14841
bc2123	contig_1998	3.76243
bc2123	contig_4094	4.82327
bc2123	contig_1999	3.8223
bc2123	contig_4095	3.63806
bc2123	contig_4096	3.02955
bc2123	contig_4097	4.24178
bc2123	contig_4098	4.50287
bc2123	contig_4099	2.98198
bc2123	contig_30	3.60608
bc2123	contig_31	3.34425
bc2123	contig_32	3.42133
bc2123	contig_320	5.1624
bc2123	contig_33	3.01787
bc2123	contig_321	2.55075
bc2123	contig_34	3.79528
bc2123	contig_322	2.56307
bc2123	contig_35	4.68823
bc2123	contig_323	3.6622
bc2123	contig_36	6.01247
bc2123	contig_324	8.86072
bc2123	contig_37	3.09585
bc2123	contig_325	2.66124
bc2123	contig_38	2.77607
bc2123	contig_326	3.76107
bc2123	contig_39	3.70437
bc2123	contig_327	7.56942
bc2123	contig_328	7.51498
bc2123	contig_329	3.94968
bc2123	contig_4550	3.67288
bc2123	contig_4551	7.78956
bc2123	contig_4552	3.20135
bc2123	contig_4553	4.42104
bc2123	contig_4554	3.49057
bc2123	contig_4555	3.87575
bc2123	contig_4556	3.58725
bc2123	contig_4557	2.94624
bc2123	contig_4558	2.99791
bc2123	contig_4559	4.25259
bc2123	contig_3230	3.73168
bc2123	contig_3231	3.70419
bc2123	contig_3232	4.05643
bc2123	contig_3233	9.34993
bc2123	contig_3234	3.83283
bc2123	contig_3235	4.09928
bc2123	contig_3236	2.52932
bc2123	contig_3237	5.87017
bc2123	contig_3238	5.90691
bc2123	contig_40	2.57211
bc2123	contig_41	3.95599
bc2123	contig_42	2.91384
bc2123	contig_330	2.7755
bc2123	contig_43	3.68146
bc2123	contig_331	5.68849
bc2123	contig_44	5.8645
bc2123	contig_332	4.93092
bc2123	contig_45	6.53173
bc2123	contig_333	3.69681
bc2123	contig_46	3.44277
bc2123	contig_334	3.5042
bc2123	contig_47	2.80792
bc2123	contig_335	4.02045
bc2123	contig_48	3.96341
bc2123	contig_336	2.56979
bc2123	contig_49	4.5288
bc2123	contig_337	2.97607
bc2123	contig_338	3.506
bc2123	contig_339	3.60502
bc2123	contig_4560	3.69782
bc2123	contig_4561	2.89209
bc2123	contig_4562	2.78776
bc2123	contig_4563	4.20361
bc2123	contig_4564	3.41428
bc2123	contig_4565	4.36019
bc2123	contig_4566	4.24108
bc2123	contig_4567	3.20503
bc2123	contig_4568	3.58934
bc2123	contig_4569	2.71808
bc2123	contig_3240	5.93437
bc2123	contig_3241	3.82202
bc2123	contig_3242	3.48358
bc2123	contig_3243	3.16686
bc2123	contig_3244	5.93891
bc2123	contig_3245	3.6066
bc2123	contig_3246	5.74385
bc2123	contig_3247	2.26906
bc2123	contig_3248	3.76554
bc2123	contig_3249	2.73881
bc2123	contig_50	4.21921
bc2123	contig_3700	2.76837
bc2123	contig_51	3.08029
bc2123	contig_3701	7.59875
bc2123	contig_52	3.38155
bc2123	contig_3702	3.68783
bc2123	contig_340	14.0727
bc2123	contig_3703	4.3027
bc2123	contig_341	6.31572
bc2123	contig_54	3.2542
bc2123	contig_3704	2.80795
bc2123	contig_342	6.26259
bc2123	contig_55	3.5538
bc2123	contig_3705	6.05855
bc2123	contig_343	3.86468
bc2123	contig_56	5.08234
bc2123	contig_3706	3.28336
bc2123	contig_344	6.00366
bc2123	contig_57	6.52695
bc2123	contig_3707	4.3741
bc2123	contig_345	4.08525
bc2123	contig_58	4.36742
bc2123	contig_3708	3.83894
bc2123	contig_346	3.00957
bc2123	contig_59	3.19653
bc2123	contig_3709	2.45938
bc2123	contig_347	2.92137
bc2123	contig_348	3.24239
bc2123	contig_349	4.7285
bc2123	contig_4570	3.05068
bc2123	contig_4571	3.53544
bc2123	contig_4572	3.85541
bc2123	contig_4573	4.52479
bc2123	contig_4574	2.98816
bc2123	contig_4575	4.32114
bc2123	contig_4576	2.94541
bc2123	contig_4577	2.9608
bc2123	contig_4578	5.9607
bc2123	contig_4579	5.77447
bc2123	contig_800	7.07414
bc2123	contig_801	3.15987
bc2123	contig_802	2.81841
bc2123	contig_803	2.25552
bc2123	contig_804	3.66364
bc2123	contig_805	6.34306
bc2123	contig_806	4.25775
bc2123	contig_807	2.88363
bc2123	contig_808	3.95684
bc2123	contig_809	3.7427
bc2123	contig_3250	3.02635
bc2123	contig_3251	3.53351
bc2123	contig_3252	3.61579
bc2123	contig_3253	3.68575
bc2123	contig_3254	6.26193
bc2123	contig_3255	2.86378
bc2123	contig_3256	3.17242
bc2123	contig_3257	2.55816
bc2123	contig_3258	4.64799
bc2123	contig_3259	3.22434
bc2123	contig_60	4.78585
bc2123	contig_3710	7.87548
bc2123	contig_61	5.82744
bc2123	contig_3711	3.94706
bc2123	contig_62	3.34688
bc2123	contig_3712	5.10793
bc2123	contig_350	3.20921
bc2123	contig_63	3.03449
bc2123	contig_3713	3.97285
bc2123	contig_351	2.70943
bc2123	contig_64	3.34725
bc2123	contig_3714	2.51234
bc2123	contig_352	8.10557
bc2123	contig_65	5.58935
bc2123	contig_3715	5.49149
bc2123	contig_353	3.05645
bc2123	contig_66	7.22426
bc2123	contig_3716	3.13501
bc2123	contig_354	3.82905
bc2123	contig_67	2.46177
bc2123	contig_3717	2.7637
bc2123	contig_355	3.27334
bc2123	contig_68	5.30328
bc2123	contig_3718	3.1305
bc2123	contig_356	5.21018
bc2123	contig_69	5.82681
bc2123	contig_3719	3.50885
bc2123	contig_357	3.80215
bc2123	contig_358	3.99154
bc2123	contig_359	8.36081
bc2123	contig_4580	3.45744
bc2123	contig_4581	3.12642
bc2123	contig_4582	2.57909
bc2123	contig_4583	3.08016
bc2123	contig_4584	3.11707
bc2123	contig_4585	2.88741
bc2123	contig_4586	4.14595
bc2123	contig_4587	5.10138
bc2123	contig_4588	4.35921
bc2123	contig_4589	5.2786
bc2123	contig_810	3.37084
bc2123	contig_811	2.57646
bc2123	contig_812	3.28037
bc2123	contig_813	5.07063
bc2123	contig_814	3.25383
bc2123	contig_815	4.85686
bc2123	contig_816	5.64115
bc2123	contig_817	3.81427
bc2123	contig_818	3.24125
bc2123	contig_819	3.32916
bc2123	contig_3260	5.09654
bc2123	contig_3261	3.13507
bc2123	contig_3262	4.37795
bc2123	contig_3263	4.08858
bc2123	contig_3264	4.76077
bc2123	contig_3265	6.85892
bc2123	contig_3266	2.88503
bc2123	contig_3267	3.34615
bc2123	contig_3268	2.89815
bc2123	contig_3269	6.93829
bc2123	contig_70	4.95704
bc2123	contig_3720	3.49617
bc2123	contig_71	2.87257
bc2123	contig_3721	6.92733
bc2123	contig_72	5.84157
bc2123	contig_3722	4.16623
bc2123	contig_360	4.3993
bc2123	contig_73	4.03235
bc2123	contig_3723	3.35315
bc2123	contig_361	3.50181
bc2123	contig_74	3.43414
bc2123	contig_3724	3.6331
bc2123	contig_362	3.28683
bc2123	contig_75	4.41749
bc2123	contig_3725	4.12261
bc2123	contig_363	7.35888
bc2123	contig_76	2.76323
bc2123	contig_3726	3.03826
bc2123	contig_77	5.79498
bc2123	contig_3727	15.185
bc2123	contig_365	15.8875
bc2123	contig_78	2.96922
bc2123	contig_3728	4.51488
bc2123	contig_366	29.4221
bc2123	contig_79	2.76966
bc2123	contig_3729	3.12098
bc2123	contig_369	7.77553
bc2123	contig_4590	4.51352
bc2123	contig_4591	3.45754
bc2123	contig_4592	3.72294
bc2123	contig_4593	3.65991
bc2123	contig_4594	5.79479
bc2123	contig_4595	3.79686
bc2123	contig_4596	3.58854
bc2123	contig_4597	4.29652
bc2123	contig_4598	5.16525
bc2123	contig_4599	3.87348
bc2123	contig_820	5.18967
bc2123	contig_821	3.02359
bc2123	contig_822	4.79362
bc2123	contig_2404	0.880054
bc2123	contig_823	3.35381
bc2123	contig_824	5.99185
bc2123	contig_2406	4.78465
bc2123	contig_825	4.21031
bc2123	contig_826	2.72786
bc2123	contig_2408	8.0221
bc2123	contig_827	3.7451
bc2123	contig_2409	6.05404
bc2123	contig_828	3.8725
bc2123	contig_3270	4.71005
bc2123	contig_3271	3.7326
bc2123	contig_3272	6.90287
bc2123	contig_3273	4.15171
bc2123	contig_3274	3.10649
bc2123	contig_3275	7.80484
bc2123	contig_3276	3.25533
bc2123	contig_3277	2.92231
bc2123	contig_3278	3.93497
bc2123	contig_3279	3.74352
bc2123	contig_80	2.37662
bc2123	contig_3730	2.48266
bc2123	contig_81	7.25983
bc2123	contig_3731	5.16117
bc2123	contig_82	3.10147
bc2123	contig_370	3.77223
bc2123	contig_3732	2.46689
bc2123	contig_83	3.73159
bc2123	contig_371	2.86226
bc2123	contig_3733	3.39156
bc2123	contig_84	3.89858
bc2123	contig_372	5.19554
bc2123	contig_3734	3.88326
bc2123	contig_85	2.72094
bc2123	contig_373	3.31787
bc2123	contig_3735	3.23852
bc2123	contig_86	3.30026
bc2123	contig_374	3.23931
bc2123	contig_3736	2.6666
bc2123	contig_87	3.36109
bc2123	contig_375	3.02904
bc2123	contig_3737	4.2305
bc2123	contig_88	2.48576
bc2123	contig_3738	4.01485
bc2123	contig_89	3.27419
bc2123	contig_3739	3.71819
bc2123	contig_378	22.9817
bc2123	contig_2410	6.88716
bc2123	contig_2411	3.89167
bc2123	contig_830	2.73104
bc2123	contig_2412	3.649
bc2123	contig_831	3.04276
bc2123	contig_2413	4.86745
bc2123	contig_832	4.82625
bc2123	contig_2414	4.49843
bc2123	contig_833	3.90793
bc2123	contig_2415	3.95586
bc2123	contig_834	3.22175
bc2123	contig_2416	5.26128
bc2123	contig_835	3.54616
bc2123	contig_2417	4.50832
bc2123	contig_836	3.59136
bc2123	contig_2418	3.1109
bc2123	contig_837	6.67147
bc2123	contig_2419	3.66807
bc2123	contig_838	7.69916
bc2123	contig_839	3.79902
bc2123	contig_3280	3.17795
bc2123	contig_3281	4.56695
bc2123	contig_3282	3.64235
bc2123	contig_3283	6.19631
bc2123	contig_3284	3.3086
bc2123	contig_3285	3.23755
bc2123	contig_3286	6.48964
bc2123	contig_3287	3.35918
bc2123	contig_3288	5.19586
bc2123	contig_90	5.04065
bc2123	contig_3740	2.82713
bc2123	contig_91	3.63288
bc2123	contig_3741	3.56689
bc2123	contig_92	3.73854
bc2123	contig_3742	3.55954
bc2123	contig_93	4.14724
bc2123	contig_3743	8.43435
bc2123	contig_381	4.44578
bc2123	contig_94	13.4969
bc2123	contig_3744	3.26142
bc2123	contig_382	4.35535
bc2123	contig_95	5.99905
bc2123	contig_3745	3.53701
bc2123	contig_383	3.54006
bc2123	contig_96	1.51836
bc2123	contig_3746	4.00321
bc2123	contig_384	5.38873
bc2123	contig_385	3.16837
bc2123	contig_3747	5.07496
bc2123	contig_98	3.1798
bc2123	contig_386	2.9026
bc2123	contig_3748	3.13431
bc2123	contig_99	3.09494
bc2123	contig_387	4.82621
bc2123	contig_3749	4.12525
bc2123	contig_388	10.364
bc2123	contig_389	7.96083
bc2123	contig_2420	4.69386
bc2123	contig_2421	2.95449
bc2123	contig_840	2.55433
bc2123	contig_2422	3.358
bc2123	contig_841	2.48679
bc2123	contig_2423	2.4411
bc2123	contig_842	6.21464
bc2123	contig_2424	3.2146
bc2123	contig_843	3.73072
bc2123	contig_2425	3.18323
bc2123	contig_844	3.71863
bc2123	contig_2426	3.64411
bc2123	contig_845	3.05041
bc2123	contig_2427	3.60461
bc2123	contig_846	4.37315
bc2123	contig_2428	2.72262
bc2123	contig_847	4.87478
bc2123	contig_2429	3.12367
bc2123	contig_848	2.74054
bc2123	contig_849	5.8744
bc2123	contig_3291	11.6864
bc2123	contig_3292	2.6519
bc2123	contig_3293	5.91213
bc2123	contig_3294	2.80808
bc2123	contig_3295	3.51909
bc2123	contig_3296	5.51513
bc2123	contig_3297	4.04132
bc2123	contig_3298	3.19671
bc2123	contig_3299	5.61136
bc2123	contig_1100	3.73113
bc2123	contig_1102	14.2841
bc2123	contig_1104	3.41777
bc2123	contig_1105	4.31986
bc2123	contig_1107	4.83799
bc2123	contig_1108	2.7358
bc2123	contig_1109	2.63883
bc2123	contig_3750	2.75316
bc2123	contig_3751	3.82233
bc2123	contig_390	4.20293
bc2123	contig_3752	4.45366
bc2123	contig_391	3.00979
bc2123	contig_3753	3.00721
bc2123	contig_392	5.9669
bc2123	contig_3754	5.92566
bc2123	contig_393	2.97138
bc2123	contig_3755	3.93849
bc2123	contig_394	3.39712
bc2123	contig_3756	3.28973
bc2123	contig_395	6.6761
bc2123	contig_3757	2.86198
bc2123	contig_396	3.50048
bc2123	contig_3758	3.02828
bc2123	contig_397	2.43178
bc2123	contig_3759	6.64546
bc2123	contig_399	21.8691
bc2123	contig_2430	3.85071
bc2123	contig_2431	6.22249
bc2123	contig_850	3.79099
bc2123	contig_2432	3.2353
bc2123	contig_851	4.51332
bc2123	contig_2433	7.52475
bc2123	contig_852	3.58276
bc2123	contig_2434	5.08082
bc2123	contig_853	3.15987
bc2123	contig_2435	3.74939
bc2123	contig_854	3.08364
bc2123	contig_2436	5.3293
bc2123	contig_855	4.32506
bc2123	contig_2437	2.51989
bc2123	contig_856	3.78021
bc2123	contig_2438	4.41376
bc2123	contig_857	4.23603
bc2123	contig_2439	5.84558
bc2123	contig_858	3.19788
bc2123	contig_859	9.79288
bc2123	contig_1110	5.92213
bc2123	contig_1111	3.845
bc2123	contig_1112	3.59141
bc2123	contig_1113	3.33501
bc2123	contig_1114	3.18474
bc2123	contig_1115	3.58722
bc2123	contig_1116	3.08759
bc2123	contig_1117	6.52687
bc2123	contig_1118	3.37191
bc2123	contig_1119	4.4212
bc2123	contig_3760	3.2152
bc2123	contig_3761	2.32259
bc2123	contig_3762	2.5805
bc2123	contig_3763	3.39779
bc2123	contig_3764	3.38667
bc2123	contig_3765	14.0309
bc2123	contig_3766	2.79917
bc2123	contig_3767	4.36763
bc2123	contig_3768	2.61979
bc2123	contig_3769	2.78982
bc2123	contig_2440	4.42253
bc2123	contig_2441	4.11131
bc2123	contig_860	17.1673
bc2123	contig_2442	5.82254
bc2123	contig_861	13.5803
bc2123	contig_2443	4.45318
bc2123	contig_2444	5.45092
bc2123	contig_863	5.28239
bc2123	contig_2445	4.02727
bc2123	contig_864	7.26741
bc2123	contig_2446	3.31574
bc2123	contig_865	3.99472
bc2123	contig_2447	16.1408
bc2123	contig_866	5.7761
bc2123	contig_2448	4.39148
bc2123	contig_867	8.26582
bc2123	contig_2449	3.24036
bc2123	contig_868	4.91797
bc2123	contig_869	3.46656
bc2123	contig_2900	6.51106
bc2123	contig_1120	9.09486
bc2123	contig_2901	3.17845
bc2123	contig_1121	3.86539
bc2123	contig_2902	6.43808
bc2123	contig_1122	5.61368
bc2123	contig_2903	3.21615
bc2123	contig_1123	2.93972
bc2123	contig_2904	4.2439
bc2123	contig_1124	12.2618
bc2123	contig_5000	4.0385
bc2123	contig_2905	5.818
bc2123	contig_1125	3.03779
bc2123	contig_5001	4.01867
bc2123	contig_2906	4.26474
bc2123	contig_1126	4.14086
bc2123	contig_5002	5.24695
bc2123	contig_2907	5.39804
bc2123	contig_1127	4.99186
bc2123	contig_5003	3.09546
bc2123	contig_2908	3.94377
bc2123	contig_1128	5.67079
bc2123	contig_5004	5.21655
bc2123	contig_2909	3.26839
bc2123	contig_1129	4.72239
bc2123	contig_5005	7.40955
bc2123	contig_5006	6.46486
bc2123	contig_5007	2.74723
bc2123	contig_1	6.33494
bc2123	contig_5008	3.18563
bc2123	contig_2	3.51175
bc2123	contig_5009	4.68344
bc2123	contig_3	3.15899
bc2123	contig_4	4.06794
bc2123	contig_3770	4.47438
bc2123	contig_5	3.40995
bc2123	contig_3771	3.11499
bc2123	contig_6	5.74537
bc2123	contig_3772	3.64584
bc2123	contig_7	5.41673
bc2123	contig_3773	5.05868
bc2123	contig_8	3.80377
bc2123	contig_3774	2.95549
bc2123	contig_9	3.36361
bc2123	contig_3775	2.5577
bc2123	contig_3776	3.89302
bc2123	contig_3777	5.56516
bc2123	contig_3778	5.08162
bc2123	contig_3779	3.91599
bc2123	contig_2450	3.76291
bc2123	contig_2451	5.28292
bc2123	contig_870	2.3442
bc2123	contig_2452	3.84298
bc2123	contig_871	4.03678
bc2123	contig_2453	4.4321
bc2123	contig_872	3.16965
bc2123	contig_2454	2.94746
bc2123	contig_873	5.61005
bc2123	contig_2455	3.94549
bc2123	contig_874	3.1903
bc2123	contig_2456	3.21967
bc2123	contig_2457	2.88459
bc2123	contig_876	2.55433
bc2123	contig_2458	7.03252
bc2123	contig_877	5.48913
bc2123	contig_2459	4.25924
bc2123	contig_878	10.6146
bc2123	contig_879	4.47725
bc2123	contig_2910	6.02799
bc2123	contig_1130	5.54103
bc2123	contig_2911	5.10003
bc2123	contig_1131	5.53517
bc2123	contig_2912	4.01304
bc2123	contig_1132	7.2121
bc2123	contig_2913	5.71127
bc2123	contig_1133	3.89788
bc2123	contig_2914	4.36801
bc2123	contig_1134	3.7714
bc2123	contig_5010	8.41821
bc2123	contig_2915	4.13605
bc2123	contig_1135	3.00273
bc2123	contig_5011	4.54394
bc2123	contig_2916	3.16766
bc2123	contig_1136	3.96897
bc2123	contig_5012	6.28937
bc2123	contig_2917	3.33257
bc2123	contig_1137	5.18952
bc2123	contig_5013	5.13379
bc2123	contig_2918	6.35264
bc2123	contig_1138	6.88455
bc2123	contig_5014	6.01876
bc2123	contig_2919	5.08498
bc2123	contig_1139	6.10848
bc2123	contig_5015	3.89642
bc2123	contig_5016	6.54413
bc2123	contig_5017	4.34015
bc2123	contig_5018	4.14881
bc2123	contig_5019	2.90626
bc2123	contig_3780	5.67054
bc2123	contig_3781	5.35261
bc2123	contig_3782	5.51197
bc2123	contig_3783	2.95089
bc2123	contig_3784	2.27653
bc2123	contig_3785	5.71189
bc2123	contig_3786	4.27549
bc2123	contig_3787	5.76388
bc2123	contig_3788	5.87997
bc2123	contig_3789	3.90536
bc2123	contig_2460	4.27008
bc2123	contig_2461	4.90614
bc2123	contig_880	4.5421
bc2123	contig_2462	3.16961
bc2123	contig_881	4.12927
bc2123	contig_2463	5.15664
bc2123	contig_882	2.78334
bc2123	contig_2464	4.11455
bc2123	contig_2465	2.71577
bc2123	contig_884	3.86145
bc2123	contig_2466	2.65726
bc2123	contig_885	2.5053
bc2123	contig_2467	4.70088
bc2123	contig_886	3.12044
bc2123	contig_2468	4.57637
bc2123	contig_887	4.46897
bc2123	contig_2469	4.83486
bc2123	contig_888	2.83497
bc2123	contig_889	2.83284
bc2123	contig_2920	3.35521
bc2123	contig_1140	5.80064
bc2123	contig_2921	8.18716
bc2123	contig_1141	6.71153
bc2123	contig_2922	3.41206
bc2123	contig_1142	2.36012
bc2123	contig_2923	3.05837
bc2123	contig_1143	3.45041
bc2123	contig_2924	3.70165
bc2123	contig_1144	4.21099
bc2123	contig_5020	6.19671
bc2123	contig_2925	6.54512
bc2123	contig_1145	4.62457
bc2123	contig_5021	4.63868
bc2123	contig_2926	3.90529
bc2123	contig_1146	4.01736
bc2123	contig_5022	4.9315
bc2123	contig_2927	4.53359
bc2123	contig_1147	4.25375
bc2123	contig_5023	10.1495
bc2123	contig_2928	4.23175
bc2123	contig_1148	6.54552
bc2123	contig_5024	3.29873
bc2123	contig_2929	4.60827
bc2123	contig_1149	7.61696
bc2123	contig_5025	6.85646
bc2123	contig_5026	4.82707
bc2123	contig_5027	3.42862
bc2123	contig_5029	3.3361
bc2123	contig_3790	3.90955
bc2123	contig_3791	4.29277
bc2123	contig_3792	3.39537
bc2123	contig_3793	4.21389
bc2123	contig_3794	3.30251
bc2123	contig_3795	4.02465
bc2123	contig_3796	4.9507
bc2123	contig_3797	3.7075
